LocationID,SensingDateTime,SensingDate,SensingTime,Direction_1,Direction_2,total_of_Directions
40,2023-06-05T10:58:00+10:00,2023-06-05,10:58,5,1,6
50,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,4,5
55,2023-06-05T10:58:00+10:00,2023-06-05,10:58,11,9,20
61,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,6,6
65,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,3,5
70,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
77,2023-06-05T10:58:00+10:00,2023-06-05,10:58,5,3,8
87,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,2,2
108,2023-06-05T10:58:00+10:00,2023-06-05,10:58,4,5,9
1,2023-06-05T10:58:00+10:00,2023-06-05,10:58,6,12,18
9,2023-06-05T10:58:00+10:00,2023-06-05,10:58,8,1,9
17,2023-06-05T10:58:00+10:00,2023-06-05,10:58,4,5,9
52,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,2,5
57,2023-06-05T10:58:00+10:00,2023-06-05,10:58,4,3,7
62,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,0,3
63,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,1,1
72,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,1,4
86,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,1,1
8,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,3,3
21,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,1,3
29,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
36,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,0,2
41,2023-06-05T10:58:00+10:00,2023-06-05,10:58,34,3,37
42,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
45,2023-06-05T10:58:00+10:00,2023-06-05,10:58,6,1,7
47,2023-06-05T10:58:00+10:00,2023-06-05,10:58,17,9,26
71,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,1,1
78,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,1,1
18,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,3,5
23,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
30,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,6,8
35,2023-06-05T10:58:00+10:00,2023-06-05,10:58,9,3,12
51,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,0,3
53,2023-06-05T10:58:00+10:00,2023-06-05,10:58,7,7,14
58,2023-06-05T10:58:00+10:00,2023-06-05,10:58,10,2,12
67,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,5,6
68,2023-06-05T10:58:00+10:00,2023-06-05,10:58,7,2,9
76,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
79,2023-06-05T10:58:00+10:00,2023-06-05,10:58,5,9,14
3,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,1,2
5,2023-06-05T10:58:00+10:00,2023-06-05,10:58,5,11,16
6,2023-06-05T10:58:00+10:00,2023-06-05,10:58,10,10,20
26,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,5,7
31,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,3,4
44,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,1,1
54,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,1,3
66,2023-06-05T10:58:00+10:00,2023-06-05,10:58,4,3,7
69,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,4,7
75,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
2,2023-06-05T10:58:00+10:00,2023-06-05,10:58,7,8,15
10,2023-06-05T10:58:00+10:00,2023-06-05,10:58,5,0,5
11,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,1,1
12,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,0,3
19,2023-06-05T10:58:00+10:00,2023-06-05,10:58,5,1,6
20,2023-06-05T10:58:00+10:00,2023-06-05,10:58,2,6,8
24,2023-06-05T10:58:00+10:00,2023-06-05,10:58,19,5,24
46,2023-06-05T10:58:00+10:00,2023-06-05,10:58,0,3,3
56,2023-06-05T10:58:00+10:00,2023-06-05,10:58,1,0,1
85,2023-06-05T10:58:00+10:00,2023-06-05,10:58,3,1,4
8,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,2,4
21,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,4,6
42,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,1,1
44,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,1,1
47,2023-06-05T10:57:00+10:00,2023-06-05,10:57,9,9,18
66,2023-06-05T10:57:00+10:00,2023-06-05,10:57,7,20,27
70,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,3,4
77,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,1,1
78,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,1,1
11,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,1,1
12,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,4,6
19,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,1,4
23,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,4,5
24,2023-06-05T10:57:00+10:00,2023-06-05,10:57,4,7,11
56,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,4,7
68,2023-06-05T10:57:00+10:00,2023-06-05,10:57,8,4,12
4,2023-06-05T10:57:00+10:00,2023-06-05,10:57,21,13,34
6,2023-06-05T10:57:00+10:00,2023-06-05,10:57,6,4,10
26,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,5,6
50,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,4,6
65,2023-06-05T10:57:00+10:00,2023-06-05,10:57,13,9,22
69,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,1,2
9,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,7,10
18,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,3,6
20,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,0,2
35,2023-06-05T10:57:00+10:00,2023-06-05,10:57,8,7,15
52,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,5,7
53,2023-06-05T10:57:00+10:00,2023-06-05,10:57,7,7,14
58,2023-06-05T10:57:00+10:00,2023-06-05,10:57,13,0,13
62,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,2,5
67,2023-06-05T10:57:00+10:00,2023-06-05,10:57,5,9,14
72,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,16,17
76,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,1,1
79,2023-06-05T10:57:00+10:00,2023-06-05,10:57,6,4,10
85,2023-06-05T10:57:00+10:00,2023-06-05,10:57,5,0,5
3,2023-06-05T10:57:00+10:00,2023-06-05,10:57,5,9,14
5,2023-06-05T10:57:00+10:00,2023-06-05,10:57,4,6,10
14,2023-06-05T10:57:00+10:00,2023-06-05,10:57,5,0,5
28,2023-06-05T10:57:00+10:00,2023-06-05,10:57,5,4,9
29,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,1,2
36,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,0,1
37,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,3,5
39,2023-06-05T10:57:00+10:00,2023-06-05,10:57,2,1,3
40,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,8,9
41,2023-06-05T10:57:00+10:00,2023-06-05,10:57,30,13,43
45,2023-06-05T10:57:00+10:00,2023-06-05,10:57,4,1,5
55,2023-06-05T10:57:00+10:00,2023-06-05,10:57,14,7,21
61,2023-06-05T10:57:00+10:00,2023-06-05,10:57,4,5,9
75,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,3,6
108,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,4,7
1,2023-06-05T10:57:00+10:00,2023-06-05,10:57,7,10,17
2,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,8,9
10,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,0,1
17,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,0,1
27,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,6,6
30,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,3,3
46,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,3,4
48,2023-06-05T10:57:00+10:00,2023-06-05,10:57,6,0,6
49,2023-06-05T10:57:00+10:00,2023-06-05,10:57,0,2,2
57,2023-06-05T10:57:00+10:00,2023-06-05,10:57,3,2,5
63,2023-06-05T10:57:00+10:00,2023-06-05,10:57,7,3,10
86,2023-06-05T10:57:00+10:00,2023-06-05,10:57,1,2,3
3,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,7,11
6,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,2,5
21,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,1,2
28,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,1,5
44,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,0,1
45,2023-06-05T10:56:00+10:00,2023-06-05,10:56,6,6,12
50,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,3,4
54,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,0,1
55,2023-06-05T10:56:00+10:00,2023-06-05,10:56,6,4,10
61,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,5,6
65,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,8,9
78,2023-06-05T10:56:00+10:00,2023-06-05,10:56,0,5,5
87,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
12,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,0,3
27,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,1,2
30,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
35,2023-06-05T10:56:00+10:00,2023-06-05,10:56,8,5,13
46,2023-06-05T10:56:00+10:00,2023-06-05,10:56,0,3,3
52,2023-06-05T10:56:00+10:00,2023-06-05,10:56,5,4,9
57,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,6,8
63,2023-06-05T10:56:00+10:00,2023-06-05,10:56,9,3,12
79,2023-06-05T10:56:00+10:00,2023-06-05,10:56,13,5,18
85,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
8,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,3,4
31,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,1,4
37,2023-06-05T10:56:00+10:00,2023-06-05,10:56,0,4,4
40,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,2,4
47,2023-06-05T10:56:00+10:00,2023-06-05,10:56,7,8,15
66,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,15,17
1,2023-06-05T10:56:00+10:00,2023-06-05,10:56,12,7,19
2,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,1,3
11,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,0,4
17,2023-06-05T10:56:00+10:00,2023-06-05,10:56,6,3,9
18,2023-06-05T10:56:00+10:00,2023-06-05,10:56,0,2,2
23,2023-06-05T10:56:00+10:00,2023-06-05,10:56,5,2,7
49,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,1,5
53,2023-06-05T10:56:00+10:00,2023-06-05,10:56,10,3,13
67,2023-06-05T10:56:00+10:00,2023-06-05,10:56,10,5,15
68,2023-06-05T10:56:00+10:00,2023-06-05,10:56,5,3,8
72,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,2,5
4,2023-06-05T10:56:00+10:00,2023-06-05,10:56,14,8,22
5,2023-06-05T10:56:00+10:00,2023-06-05,10:56,7,6,13
14,2023-06-05T10:56:00+10:00,2023-06-05,10:56,0,1,1
26,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,4,8
29,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,1,4
36,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,2,5
39,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,1,3
41,2023-06-05T10:56:00+10:00,2023-06-05,10:56,17,14,31
42,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,1,5
69,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,1,2
75,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,0,1
77,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
108,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,3,6
9,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,11,12
10,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,1,3
19,2023-06-05T10:56:00+10:00,2023-06-05,10:56,4,4,8
20,2023-06-05T10:56:00+10:00,2023-06-05,10:56,0,11,11
24,2023-06-05T10:56:00+10:00,2023-06-05,10:56,14,2,16
48,2023-06-05T10:56:00+10:00,2023-06-05,10:56,6,2,8
51,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
56,2023-06-05T10:56:00+10:00,2023-06-05,10:56,1,1,2
58,2023-06-05T10:56:00+10:00,2023-06-05,10:56,14,2,16
62,2023-06-05T10:56:00+10:00,2023-06-05,10:56,3,0,3
76,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
86,2023-06-05T10:56:00+10:00,2023-06-05,10:56,2,0,2
14,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,1,2
26,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,2,4
31,2023-06-05T10:55:00+10:00,2023-06-05,10:55,4,0,4
40,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,2,3
42,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,1,3
59,2023-06-05T10:55:00+10:00,2023-06-05,10:55,32,24,56
65,2023-06-05T10:55:00+10:00,2023-06-05,10:55,3,1,4
71,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,1,2
77,2023-06-05T10:55:00+10:00,2023-06-05,10:55,4,2,6
78,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,0,1
107,2023-06-05T10:55:00+10:00,2023-06-05,10:55,20,6,26
9,2023-06-05T10:55:00+10:00,2023-06-05,10:55,9,0,9
12,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,6,6
27,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,1,1
35,2023-06-05T10:55:00+10:00,2023-06-05,10:55,6,5,11
48,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,0,1
51,2023-06-05T10:55:00+10:00,2023-06-05,10:55,4,3,7
53,2023-06-05T10:55:00+10:00,2023-06-05,10:55,7,4,11
62,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,1,2
67,2023-06-05T10:55:00+10:00,2023-06-05,10:55,3,10,13
72,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,4,5
4,2023-06-05T10:55:00+10:00,2023-06-05,10:55,23,6,29
6,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,2,4
28,2023-06-05T10:55:00+10:00,2023-06-05,10:55,9,2,11
37,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,0,1
39,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,0,2
47,2023-06-05T10:55:00+10:00,2023-06-05,10:55,10,7,17
50,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,3,4
55,2023-06-05T10:55:00+10:00,2023-06-05,10:55,7,11,18
61,2023-06-05T10:55:00+10:00,2023-06-05,10:55,8,4,12
66,2023-06-05T10:55:00+10:00,2023-06-05,10:55,10,10,20
70,2023-06-05T10:55:00+10:00,2023-06-05,10:55,5,1,6
87,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,2,2
108,2023-06-05T10:55:00+10:00,2023-06-05,10:55,7,6,13
118,2023-06-05T10:55:00+10:00,2023-06-05,10:55,4,0,4
2,2023-06-05T10:55:00+10:00,2023-06-05,10:55,3,3,6
10,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,1,1
11,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,1,2
17,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,3,5
18,2023-06-05T10:55:00+10:00,2023-06-05,10:55,5,10,15
30,2023-06-05T10:55:00+10:00,2023-06-05,10:55,4,6,10
52,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,3,5
63,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,3,5
68,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,1,1
79,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,6,8
86,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,2,3
109,2023-06-05T10:55:00+10:00,2023-06-05,10:55,6,13,19
3,2023-06-05T10:55:00+10:00,2023-06-05,10:55,3,11,14
5,2023-06-05T10:55:00+10:00,2023-06-05,10:55,10,9,19
8,2023-06-05T10:55:00+10:00,2023-06-05,10:55,2,0,2
21,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,6,7
29,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,2,2
36,2023-06-05T10:55:00+10:00,2023-06-05,10:55,3,4,7
41,2023-06-05T10:55:00+10:00,2023-06-05,10:55,19,13,32
44,2023-06-05T10:55:00+10:00,2023-06-05,10:55,0,4,4
45,2023-06-05T10:55:00+10:00,2023-06-05,10:55,3,8,11
54,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,0,1
69,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,0,1
84,2023-06-05T10:55:00+10:00,2023-06-05,10:55,46,42,88
1,2023-06-05T10:55:00+10:00,2023-06-05,10:55,6,9,15
19,2023-06-05T10:55:00+10:00,2023-06-05,10:55,8,0,8
20,2023-06-05T10:55:00+10:00,2023-06-05,10:55,5,2,7
23,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,3,4
24,2023-06-05T10:55:00+10:00,2023-06-05,10:55,10,1,11
49,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,1,2
56,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,2,3
57,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,3,4
58,2023-06-05T10:55:00+10:00,2023-06-05,10:55,27,2,29
76,2023-06-05T10:55:00+10:00,2023-06-05,10:55,1,0,1
117,2023-06-05T10:55:00+10:00,2023-06-05,10:55,9,7,16
6,2023-06-05T10:54:00+10:00,2023-06-05,10:54,7,3,10
8,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,2,2
21,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,2,2
36,2023-06-05T10:54:00+10:00,2023-06-05,10:54,5,1,6
65,2023-06-05T10:54:00+10:00,2023-06-05,10:54,14,1,15
70,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,1,1
75,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,2,2
87,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,2,3
1,2023-06-05T10:54:00+10:00,2023-06-05,10:54,6,8,14
17,2023-06-05T10:54:00+10:00,2023-06-05,10:54,3,6,9
27,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,3,5
53,2023-06-05T10:54:00+10:00,2023-06-05,10:54,8,3,11
62,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,0,1
3,2023-06-05T10:54:00+10:00,2023-06-05,10:54,7,7,14
14,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,0,2
31,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,1,2
39,2023-06-05T10:54:00+10:00,2023-06-05,10:54,4,2,6
42,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,5,7
45,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,6,8
69,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,0,2
71,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,0,1
77,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,1,1
108,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,7,9
9,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,1,3
18,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,4,6
19,2023-06-05T10:54:00+10:00,2023-06-05,10:54,7,3,10
30,2023-06-05T10:54:00+10:00,2023-06-05,10:54,4,3,7
35,2023-06-05T10:54:00+10:00,2023-06-05,10:54,10,4,14
46,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,4,6
58,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,7,9
67,2023-06-05T10:54:00+10:00,2023-06-05,10:54,6,6,12
72,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,0,1
79,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,5,6
85,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,2,2
4,2023-06-05T10:54:00+10:00,2023-06-05,10:54,17,19,36
5,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,6,8
26,2023-06-05T10:54:00+10:00,2023-06-05,10:54,5,2,7
28,2023-06-05T10:54:00+10:00,2023-06-05,10:54,15,3,18
40,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,9,10
41,2023-06-05T10:54:00+10:00,2023-06-05,10:54,16,12,28
47,2023-06-05T10:54:00+10:00,2023-06-05,10:54,8,10,18
50,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,2,4
55,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,15,16
61,2023-06-05T10:54:00+10:00,2023-06-05,10:54,0,6,6
66,2023-06-05T10:54:00+10:00,2023-06-05,10:54,6,8,14
2,2023-06-05T10:54:00+10:00,2023-06-05,10:54,13,14,27
11,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,0,1
20,2023-06-05T10:54:00+10:00,2023-06-05,10:54,5,2,7
23,2023-06-05T10:54:00+10:00,2023-06-05,10:54,3,2,5
24,2023-06-05T10:54:00+10:00,2023-06-05,10:54,8,7,15
52,2023-06-05T10:54:00+10:00,2023-06-05,10:54,2,4,6
56,2023-06-05T10:54:00+10:00,2023-06-05,10:54,6,2,8
57,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,3,4
63,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,1,2
68,2023-06-05T10:54:00+10:00,2023-06-05,10:54,1,2,3
76,2023-06-05T10:54:00+10:00,2023-06-05,10:54,3,1,4
86,2023-06-05T10:54:00+10:00,2023-06-05,10:54,3,1,4
3,2023-06-05T10:53:00+10:00,2023-06-05,10:53,8,13,21
21,2023-06-05T10:53:00+10:00,2023-06-05,10:53,10,6,16
36,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,3,4
41,2023-06-05T10:53:00+10:00,2023-06-05,10:53,13,19,32
50,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,1,1
65,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,4,4
69,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,2,2
17,2023-06-05T10:53:00+10:00,2023-06-05,10:53,7,7,14
27,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
30,2023-06-05T10:53:00+10:00,2023-06-05,10:53,6,1,7
51,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,1,1
62,2023-06-05T10:53:00+10:00,2023-06-05,10:53,2,1,3
79,2023-06-05T10:53:00+10:00,2023-06-05,10:53,6,3,9
6,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,2,6
8,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
14,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,1,5
26,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,2,3
28,2023-06-05T10:53:00+10:00,2023-06-05,10:53,12,1,13
40,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,0,3
42,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,2,2
45,2023-06-05T10:53:00+10:00,2023-06-05,10:53,9,9,18
47,2023-06-05T10:53:00+10:00,2023-06-05,10:53,5,10,15
54,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,2,5
70,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,2,3
75,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,1,1
87,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
1,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,10,14
11,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,3,4
19,2023-06-05T10:53:00+10:00,2023-06-05,10:53,2,3,5
23,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,4,7
24,2023-06-05T10:53:00+10:00,2023-06-05,10:53,12,4,16
46,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,1,1
48,2023-06-05T10:53:00+10:00,2023-06-05,10:53,5,2,7
52,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,3,6
53,2023-06-05T10:53:00+10:00,2023-06-05,10:53,15,6,21
58,2023-06-05T10:53:00+10:00,2023-06-05,10:53,12,4,16
67,2023-06-05T10:53:00+10:00,2023-06-05,10:53,2,7,9
68,2023-06-05T10:53:00+10:00,2023-06-05,10:53,2,3,5
85,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,1,4
4,2023-06-05T10:53:00+10:00,2023-06-05,10:53,15,7,22
5,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,4,8
29,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,3,3
31,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,1,4
37,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
39,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
44,2023-06-05T10:53:00+10:00,2023-06-05,10:53,0,1,1
55,2023-06-05T10:53:00+10:00,2023-06-05,10:53,7,7,14
61,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
66,2023-06-05T10:53:00+10:00,2023-06-05,10:53,2,6,8
77,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
108,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,3,6
2,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,6,10
9,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,6,10
10,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
18,2023-06-05T10:53:00+10:00,2023-06-05,10:53,4,4,8
35,2023-06-05T10:53:00+10:00,2023-06-05,10:53,7,6,13
49,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,1,2
56,2023-06-05T10:53:00+10:00,2023-06-05,10:53,11,3,14
57,2023-06-05T10:53:00+10:00,2023-06-05,10:53,2,2,4
63,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,8,9
72,2023-06-05T10:53:00+10:00,2023-06-05,10:53,3,6,9
76,2023-06-05T10:53:00+10:00,2023-06-05,10:53,1,0,1
5,2023-06-05T10:52:00+10:00,2023-06-05,10:52,3,12,15
21,2023-06-05T10:52:00+10:00,2023-06-05,10:52,4,3,7
31,2023-06-05T10:52:00+10:00,2023-06-05,10:52,1,0,1
36,2023-06-05T10:52:00+10:00,2023-06-05,10:52,5,1,6
42,2023-06-05T10:52:00+10:00,2023-06-05,10:52,2,6,8
50,2023-06-05T10:52:00+10:00,2023-06-05,10:52,4,0,4
54,2023-06-05T10:52:00+10:00,2023-06-05,10:52,1,3,4
61,2023-06-05T10:52:00+10:00,2023-06-05,10:52,3,3,6
65,2023-06-05T10:52:00+10:00,2023-06-05,10:52,4,0,4
70,2023-06-05T10:52:00+10:00,2023-06-05,10:52,5,4,9
78,2023-06-05T10:52:00+10:00,2023-06-05,10:52,0,1,1
1,2023-06-05T10:52:00+10:00,2023-06-05,10:52,13,13,26
